,94,131,171,193,304,211,335,6173
2013-10-04,2013-10-04T00:00:01.12Z,2013-10-04T00:00:08.62Z,2013-10-04T00:00:11.34Z,2013-10-04T00:00:06.84Z,2013-10-04T00:00:07.12Z,2013-10-03T23:59:59.62Z,2013-10-04T00:00:02.63Z,2013-10-03T23:58:17.70Z
2013-10-05,2013-10-05T00:00:01.12Z,2013-10-05T00:00:08.62Z,2013-10-05T00:00:11.34Z,2013-10-05T00:00:06.84Z,2013-10-05T00:00:07.12Z,2013-10-04T23:59:59.63Z,2013-10-05T00:00:02.63Z,2013-10-04T23:58:17.50Z
2013-10-06,2013-10-06T00:00:01.13Z,2013-10-06T00:00:08.62Z,2013-10-06T00:00:11.34Z,2013-10-06T00:00:06.84Z,2013-10-06T00:00:07.12Z,2013-10-05T23:59:59.62Z,2013-10-06T00:00:02.62Z,2013-10-05T23:58:17.40Z
2013-10-07,2013-10-07T00:00:01.13Z,2013-10-07T00:00:08.62Z,2013-10-07T00:00:11.34Z,2013-10-07T00:00:06.84Z,2013-10-07T00:00:07.12Z,2013-10-06T23:59:59.62Z,2013-10-07T00:00:02.62Z,2013-10-06T23:58:17.30Z
2013-10-08,2013-10-08T00:00:01.12Z,2013-10-08T00:00:08.62Z,2013-10-08T00:00:11.34Z,2013-10-08T00:00:06.84Z,2013-10-08T00:00:07.12Z,2013-10-07T23:59:59.62Z,2013-10-08T00:00:02.62Z,2013-10-07T23:58:17.10Z
2013-10-09,2013-10-09T00:00:01.13Z,2013-10-09T00:00:08.62Z,2013-10-09T00:00:11.34Z,2013-10-09T00:00:06.84Z,2013-10-09T00:00:07.12Z,2013-10-08T23:59:59.62Z,2013-10-09T00:00:02.63Z,2013-10-08T23:58:17.00Z
2013-10-10,2013-10-10T00:00:01.12Z,2013-10-10T00:00:08.62Z,2013-10-10T00:00:11.34Z,2013-10-10T00:00:06.84Z,2013-10-10T00:00:07.12Z,2013-10-09T23:59:59.62Z,2013-10-10T00:00:02.62Z,2013-10-09T23:58:16.80Z
2013-10-11,2013-10-10T23:00:01.12Z,2013-10-10T23:00:08.62Z,2013-10-10T23:00:11.34Z,2013-10-10T23:00:06.84Z,2013-10-10T23:00:07.14Z,2013-10-10T22:59:59.62Z,2013-10-10T23:00:02.62Z,2013-10-10T20:58:16.60Z
2013-10-12,2013-10-12T00:00:01.12Z,2013-10-12T00:00:08.62Z,2013-10-12T00:00:11.34Z,2013-10-12T00:00:08.79Z,2013-10-12T00:00:07.12Z,2013-10-11T23:59:59.63Z,2013-10-12T00:00:02.62Z,2013-10-11T23:58:16.50Z
2013-10-13,2013-10-13T00:00:01.12Z,2013-10-13T00:00:08.62Z,2013-10-13T00:00:11.34Z,2013-10-13T00:00:06.84Z,2013-10-13T00:00:07.12Z,2013-10-12T23:59:59.62Z,2013-10-13T00:00:02.62Z,2013-10-12T23:58:16.40Z
2013-10-14,2013-10-14T00:00:01.12Z,2013-10-14T00:00:08.62Z,2013-10-14T00:00:13.14Z,2013-10-14T00:00:08.64Z,2013-10-14T00:00:07.14Z,2013-10-13T23:59:59.62Z,2013-10-14T00:00:02.62Z,2013-10-13T23:58:16.20Z
2013-10-15,2013-10-15T00:00:01.12Z,2013-10-15T00:00:08.62Z,2013-10-15T00:00:11.34Z,2013-10-15T00:00:06.84Z,2013-10-15T00:00:07.13Z,2013-10-14T23:59:59.62Z,2013-10-15T00:00:02.62Z,2013-10-14T23:58:16.10Z
2013-10-16,2013-10-16T00:00:01.12Z,2013-10-16T00:00:08.62Z,2013-10-16T00:00:11.34Z,2013-10-16T00:00:06.84Z,2013-10-16T00:00:07.12Z,2013-10-15T23:59:59.62Z,2013-10-16T00:00:02.62Z,2013-10-15T23:58:16.00Z
2013-10-17,2013-10-17T00:00:01.12Z,2013-10-17T00:00:08.62Z,2013-10-17T00:00:11.34Z,2013-10-17T00:00:06.84Z,2013-10-17T00:00:07.13Z,2013-10-16T23:59:59.64Z,2013-10-17T00:00:02.62Z,2013-10-16T23:58:15.80Z
2013-10-18,2013-10-18T00:00:01.12Z,2013-10-18T00:00:08.62Z,2013-10-18T00:00:11.34Z,2013-10-18T00:00:06.84Z,2013-10-18T00:00:07.12Z,2013-10-17T23:59:59.62Z,2013-10-18T00:00:02.62Z,2013-10-17T23:58:15.70Z
2013-10-19,2013-10-19T00:00:01.12Z,2013-10-19T00:00:08.62Z,2013-10-19T00:00:11.34Z,2013-10-19T00:00:06.84Z,2013-10-19T00:00:07.12Z,2013-10-18T23:59:59.62Z,2013-10-19T00:00:02.62Z,2013-10-18T23:58:15.50Z
2013-10-21,2013-10-21T00:00:01.12Z,2013-10-21T00:00:08.62Z,2013-10-21T00:00:11.34Z,2013-10-21T00:00:06.84Z,2013-10-21T00:00:07.12Z,2013-10-20T23:59:59.62Z,2013-10-21T00:00:02.62Z,2013-10-20T23:58:15.30Z
2013-10-22,2013-10-22T00:00:01.12Z,2013-10-22T00:00:08.62Z,2013-10-22T00:00:11.34Z,2013-10-22T00:00:07.62Z,2013-10-22T00:00:07.14Z,2013-10-21T23:59:59.62Z,2013-10-22T00:00:02.62Z,2013-10-21T23:58:15.10Z
2013-10-23,2013-10-23T00:00:01.12Z,2013-10-23T00:00:08.64Z,2013-10-23T00:00:11.34Z,2013-10-23T00:00:06.84Z,2013-10-23T00:00:07.12Z,2013-10-22T23:59:59.62Z,2013-10-23T00:00:02.62Z,2013-10-22T23:58:15.00Z
2013-10-24,2013-10-24T00:00:01.12Z,2013-10-24T00:00:08.63Z,2013-10-24T00:00:13.30Z,2013-10-24T00:00:08.22Z,2013-10-24T00:00:10.13Z,2013-10-23T23:59:59.62Z,2013-10-24T00:00:02.62Z,2013-10-23T23:58:14.80Z
2013-10-25,2013-10-25T00:00:01.12Z,2013-10-25T00:00:08.63Z,2013-10-25T00:00:11.34Z,2013-10-25T00:00:06.84Z,2013-10-25T00:00:07.12Z,2013-10-24T23:59:59.62Z,2013-10-25T00:00:02.62Z,2013-10-24T23:58:14.70Z
2013-10-29,2013-10-29T00:00:01.13Z,2013-10-29T00:00:08.62Z,2013-10-29T00:00:11.34Z,2013-10-29T00:00:06.84Z,2013-10-29T00:00:07.12Z,2013-10-28T23:59:59.62Z,2013-10-29T00:00:02.62Z,2013-10-28T23:58:14.20Z
2013-10-31,2013-10-31T00:00:01.14Z,2013-10-31T00:00:08.62Z,2013-10-31T00:00:11.34Z,2013-10-31T00:00:06.84Z,2013-10-31T00:00:07.12Z,2013-10-30T23:59:59.62Z,2013-10-31T00:00:02.62Z,2013-10-30T23:58:13.90Z
2014-01-01,2014-01-01T00:00:01.12Z,2014-01-01T00:00:08.62Z,2014-01-01T00:00:11.34Z,2014-01-01T00:00:06.84Z,2014-01-01T00:00:07.12Z,2013-12-31T23:59:59.62Z,2014-01-01T00:00:02.62Z,2013-12-31T23:58:09.20Z
2014-01-02,2014-01-02T00:00:01.12Z,2014-01-02T00:00:08.63Z,2014-01-02T00:00:11.34Z,2014-01-02T00:00:06.84Z,2014-01-02T00:00:07.12Z,2014-01-01T23:59:59.62Z,2014-01-02T00:00:02.62Z,2014-01-01T23:58:09.20Z
2014-01-03,2014-01-03T00:00:01.12Z,2014-01-03T00:00:08.62Z,2014-01-03T00:00:11.34Z,2014-01-03T00:00:06.84Z,2014-01-03T00:00:07.12Z,2014-01-02T23:59:59.63Z,2014-01-03T00:00:02.63Z,2014-01-02T23:58:09.10Z
2014-01-04,2014-01-04T00:00:01.13Z,2014-01-04T00:00:08.63Z,2014-01-04T00:00:11.34Z,2014-01-04T00:00:06.84Z,2014-01-04T00:00:07.13Z,2014-01-03T23:59:59.62Z,2014-01-04T00:00:02.62Z,2014-01-03T23:58:09.10Z
2014-01-05,2014-01-05T00:00:01.12Z,2014-01-05T00:00:08.64Z,2014-01-05T00:00:11.34Z,2014-01-05T00:00:08.81Z,2014-01-05T00:00:07.13Z,2014-01-04T23:59:59.62Z,2014-01-05T00:00:02.62Z,2014-01-04T23:58:09.10Z
2014-01-06,2014-01-06T00:00:01.12Z,2014-01-06T00:00:08.62Z,2014-01-06T00:00:11.34Z,2014-01-06T00:00:06.84Z,2014-01-06T00:00:07.12Z,2014-01-05T23:59:59.62Z,2014-01-06T00:00:02.62Z,2014-01-05T23:58:09.10Z
2014-01-07,2014-01-07T00:00:01.12Z,2014-01-07T00:00:08.62Z,2014-01-07T00:00:11.34Z,2014-01-07T00:00:06.84Z,2014-01-07T00:00:07.13Z,2014-01-06T23:59:59.62Z,2014-01-07T00:00:02.62Z,2014-01-06T23:58:09.10Z
2014-01-08,2014-01-07T23:00:01.12Z,2014-01-07T23:00:08.62Z,2014-01-07T23:00:11.34Z,2014-01-07T23:00:06.84Z,2014-01-07T23:00:07.15Z,2014-01-07T22:59:59.63Z,2014-01-07T23:00:02.63Z,2014-01-07T20:58:09.10Z
2014-01-09,2014-01-09T00:00:01.12Z,2014-01-09T00:00:08.62Z,2014-01-09T00:00:11.34Z,2014-01-09T00:00:06.84Z,2014-01-09T00:00:07.12Z,2014-01-08T23:59:59.62Z,2014-01-09T00:00:02.62Z,2014-01-08T23:58:09.20Z
2014-01-10,2014-01-10T00:00:01.12Z,2014-01-10T00:00:08.62Z,2014-01-10T00:00:11.34Z,2014-01-10T00:00:06.84Z,2014-01-10T00:00:07.13Z,2014-01-09T23:59:59.63Z,2014-01-10T00:00:02.62Z,2014-01-09T23:58:09.20Z
2014-01-11,2014-01-11T00:00:01.13Z,2014-01-11T00:00:08.62Z,2014-01-11T00:00:11.34Z,2014-01-11T00:00:06.84Z,2014-01-11T00:00:07.12Z,2014-01-10T23:59:59.62Z,2014-01-11T00:00:02.62Z,2014-01-10T23:58:09.20Z
2014-01-12,2014-01-12T00:00:01.13Z,2014-01-12T00:00:08.62Z,2014-01-12T00:00:11.34Z,2014-01-12T00:00:06.84Z,2014-01-12T00:00:07.12Z,2014-01-11T23:59:59.62Z,2014-01-12T00:00:02.62Z,2014-01-11T23:58:09.20Z
2014-01-13,2014-01-13T00:00:01.12Z,2014-01-13T00:00:08.62Z,2014-01-13T00:00:11.34Z,2014-01-13T00:00:06.84Z,2014-01-13T00:00:07.12Z,2014-01-12T23:59:59.62Z,2014-01-13T00:00:02.63Z,2014-01-12T23:58:09.20Z
2014-01-14,2014-01-14T00:00:01.12Z,2014-01-14T00:00:08.62Z,2014-01-14T00:00:11.34Z,2014-01-14T00:00:06.84Z,2014-01-14T00:00:07.12Z,2014-01-13T23:59:59.63Z,2014-01-14T00:00:02.63Z,2014-01-13T23:58:09.20Z
2014-01-16,2014-01-16T00:00:01.12Z,2014-01-16T00:00:08.62Z,2014-01-16T00:00:11.34Z,2014-01-16T00:00:06.84Z,2014-01-16T00:00:07.12Z,2014-01-15T23:59:59.62Z,2014-01-16T00:00:02.63Z,2014-01-15T23:58:09.30Z
2014-01-17,2014-01-17T00:00:01.12Z,2014-01-17T00:00:08.62Z,2014-01-17T00:00:11.34Z,2014-01-17T00:00:06.84Z,2014-01-17T00:00:07.12Z,2014-01-16T23:59:59.62Z,2014-01-17T00:00:02.62Z,2014-01-16T23:58:09.30Z
2014-01-18,2014-01-18T00:00:01.12Z,2014-01-18T00:00:08.62Z,2014-01-18T00:00:11.34Z,2014-01-18T00:00:06.84Z,2014-01-18T00:00:07.12Z,2014-01-17T23:59:59.62Z,2014-01-18T00:00:02.62Z,2014-01-17T23:58:09.40Z
2014-01-19,2014-01-19T00:00:01.12Z,2014-01-19T00:00:08.62Z,2014-01-19T00:00:11.34Z,2014-01-19T00:00:06.84Z,2014-01-19T00:00:07.12Z,2014-01-18T23:59:59.62Z,2014-01-19T00:00:02.62Z,2014-01-18T23:58:09.40Z
2014-01-20,2014-01-20T00:00:01.12Z,2014-01-20T00:00:08.62Z,2014-01-20T00:00:11.34Z,2014-01-20T00:00:06.84Z,2014-01-20T00:00:07.12Z,2014-01-19T23:59:59.62Z,2014-01-20T00:00:02.62Z,2014-01-19T23:58:09.40Z
2014-01-21,2014-01-21T00:00:01.12Z,2014-01-21T00:00:08.62Z,2014-01-21T00:00:11.34Z,2014-01-21T00:00:06.84Z,2014-01-21T00:00:07.12Z,2014-01-20T23:59:59.62Z,2014-01-21T00:00:02.62Z,2014-01-20T23:58:09.50Z
2014-01-22,2014-01-22T00:00:01.12Z,2014-01-22T00:00:08.62Z,2014-01-22T00:00:11.34Z,2014-01-22T00:00:06.84Z,2014-01-22T00:00:07.12Z,2014-01-21T23:59:59.62Z,2014-01-22T00:00:02.62Z,2014-01-21T23:58:09.50Z
2014-01-23,2014-01-23T00:00:01.13Z,2014-01-23T00:00:08.62Z,2014-01-23T00:00:11.34Z,2014-01-23T00:00:06.84Z,2014-01-23T00:00:07.12Z,2014-01-22T23:59:59.63Z,2014-01-23T00:00:02.63Z,2014-01-22T23:58:09.60Z
2014-01-24,2014-01-24T00:00:01.12Z,2014-01-24T00:00:08.62Z,2014-01-24T00:00:11.34Z,2014-01-24T00:00:06.84Z,2014-01-24T00:00:07.12Z,2014-01-23T23:59:59.62Z,2014-01-24T00:00:02.62Z,2014-01-23T23:58:09.60Z
2014-01-25,2014-01-25T00:00:01.12Z,2014-01-25T00:00:08.62Z,2014-01-25T00:00:11.34Z,2014-01-25T00:00:06.84Z,2014-01-25T00:00:07.12Z,2014-01-24T23:59:59.63Z,2014-01-25T00:00:02.62Z,2014-01-24T23:58:09.70Z
2014-01-26,2014-01-26T00:00:01.13Z,2014-01-26T00:00:08.62Z,2014-01-26T00:00:11.34Z,2014-01-26T00:00:06.84Z,2014-01-26T00:00:07.12Z,2014-01-25T23:59:59.62Z,2014-01-26T00:00:02.62Z,2014-01-25T23:58:09.80Z
2014-01-27,2014-01-27T00:00:01.12Z,2014-01-27T00:00:08.62Z,2014-01-27T00:00:11.34Z,2014-01-27T00:00:06.84Z,2014-01-27T00:00:07.12Z,2014-01-26T23:59:59.63Z,2014-01-27T00:00:02.63Z,2014-01-26T23:58:09.80Z
2014-01-28,2014-01-28T00:00:01.12Z,2014-01-28T00:00:08.62Z,2014-01-28T00:00:11.34Z,2014-01-28T00:00:08.22Z,2014-01-28T00:00:07.12Z,2014-01-27T23:59:59.62Z,2014-01-28T00:00:02.62Z,2014-01-27T23:58:09.90Z
2014-01-29,2014-01-29T00:00:01.12Z,2014-01-29T00:00:08.62Z,2014-01-29T00:00:11.34Z,2014-01-29T00:00:06.84Z,2014-01-29T00:00:07.12Z,2014-01-28T23:59:59.62Z,2014-01-29T00:00:02.62Z,2014-01-28T23:58:09.90Z
2014-01-30,2014-01-30T00:00:01.12Z,2014-01-30T00:00:08.63Z,2014-01-30T00:00:11.34Z,2014-01-30T00:00:06.84Z,2014-01-30T00:00:07.12Z,2014-01-29T23:59:59.62Z,2014-01-30T00:00:02.62Z,2014-01-29T23:58:10.00Z
2014-01-31,2014-01-31T00:00:01.12Z,2014-01-31T00:00:08.62Z,2014-01-31T00:00:11.34Z,2014-01-31T00:00:06.84Z,2014-01-31T00:00:07.15Z,2014-01-30T23:59:59.62Z,2014-01-31T00:00:02.62Z,2014-01-30T23:58:10.10Z
2014-02-01,2014-02-01T00:00:01.12Z,2014-02-01T00:00:08.62Z,2014-02-01T00:00:11.34Z,2014-02-01T00:00:06.84Z,2014-02-01T00:00:07.12Z,2014-01-31T23:59:59.62Z,2014-02-01T00:00:02.62Z,2014-01-31T23:58:10.10Z
2014-02-02,2014-02-02T00:00:01.12Z,2014-02-02T00:00:08.62Z,2014-02-02T00:00:12.72Z,2014-02-02T00:00:08.22Z,2014-02-02T00:00:07.13Z,2014-02-01T23:59:59.63Z,2014-02-02T00:00:02.63Z,2014-02-01T23:58:10.20Z
2014-02-03,2014-02-03T00:00:01.12Z,2014-02-03T00:00:08.62Z,2014-02-03T00:00:11.34Z,2014-02-03T00:00:06.84Z,2014-02-03T00:00:07.13Z,2014-02-02T23:59:59.63Z,2014-02-03T00:00:02.63Z,2014-02-02T23:58:10.30Z
2014-02-04,2014-02-04T00:00:01.12Z,2014-02-04T00:00:08.62Z,2014-02-04T00:00:11.34Z,2014-02-04T00:00:06.84Z,2014-02-04T00:00:07.13Z,2014-02-03T23:59:59.63Z,2014-02-04T00:00:02.63Z,2014-02-03T23:58:10.30Z
2014-02-05,2014-02-05T00:00:01.12Z,2014-02-05T00:00:08.62Z,2014-02-05T00:00:11.34Z,2014-02-05T00:00:06.84Z,2014-02-05T00:00:07.12Z,2014-02-04T23:59:59.62Z,2014-02-05T00:00:02.63Z,2014-02-04T23:58:10.40Z
2014-02-06,2014-02-06T00:00:01.12Z,2014-02-06T00:00:08.63Z,2014-02-06T00:00:11.34Z,2014-02-06T00:00:06.84Z,2014-02-06T00:00:07.12Z,2014-02-05T23:59:59.63Z,2014-02-06T00:00:02.63Z,2014-02-05T23:58:10.50Z
2014-02-07,2014-02-07T00:00:01.12Z,2014-02-07T00:00:08.62Z,2014-02-07T00:00:11.34Z,2014-02-07T00:00:08.45Z,2014-02-07T00:00:07.15Z,2014-02-06T23:59:59.62Z,2014-02-07T00:00:02.62Z,2014-02-06T23:58:10.60Z
2014-02-08,2014-02-08T00:00:01.12Z,2014-02-08T00:00:08.62Z,2014-02-08T00:00:11.34Z,2014-02-08T00:00:06.84Z,2014-02-08T00:00:07.12Z,2014-02-07T23:59:59.62Z,2014-02-08T00:00:02.62Z,2014-02-07T23:58:10.70Z
2014-02-10,2014-02-10T00:00:01.12Z,2014-02-10T00:00:08.62Z,2014-02-10T00:00:12.12Z,2014-02-10T00:00:08.80Z,2014-02-10T00:00:07.12Z,2014-02-09T23:59:59.63Z,2014-02-10T00:00:02.63Z,2014-02-09T23:58:10.80Z
2014-02-11,2014-02-11T00:00:01.12Z,2014-02-11T00:00:08.62Z,2014-02-11T00:00:11.35Z,2014-02-11T00:00:06.84Z,2014-02-11T00:00:07.12Z,2014-02-10T23:59:59.63Z,2014-02-11T00:00:02.63Z,2014-02-10T23:58:10.90Z
2014-02-13,2014-02-13T00:00:01.12Z,2014-02-13T00:00:08.62Z,2014-02-13T00:00:13.43Z,2014-02-13T00:00:09.12Z,2014-02-13T00:00:07.15Z,2014-02-12T23:59:59.62Z,2014-02-13T00:00:02.62Z,2014-02-12T23:58:11.10Z
2014-02-14,2014-02-14T00:00:01.12Z,2014-02-14T00:00:08.62Z,2014-02-14T00:00:11.34Z,2014-02-14T00:00:06.84Z,2014-02-14T00:00:07.12Z,2014-02-13T23:59:59.62Z,2014-02-14T00:00:02.62Z,2014-02-13T23:58:11.20Z
2014-02-15,2014-02-15T00:00:01.12Z,2014-02-15T00:00:08.62Z,2014-02-15T00:00:11.34Z,2014-02-15T00:00:06.84Z,2014-02-15T00:00:07.12Z,2014-02-14T23:59:59.62Z,2014-02-15T00:00:02.62Z,2014-02-14T23:58:11.30Z
2014-02-16,2014-02-16T00:00:01.12Z,2014-02-16T00:00:08.62Z,2014-02-16T00:00:11.34Z,2014-02-16T00:00:06.84Z,2014-02-16T00:00:07.12Z,2014-02-15T23:59:59.62Z,2014-02-16T00:00:02.62Z,2014-02-15T23:58:11.40Z
2014-02-17,2014-02-17T00:00:01.13Z,2014-02-17T00:00:08.62Z,2014-02-17T00:00:11.34Z,2014-02-17T00:00:06.84Z,2014-02-17T00:00:07.12Z,2014-02-16T23:59:59.62Z,2014-02-17T00:00:02.62Z,2014-02-16T23:58:11.50Z
2014-02-18,2014-02-18T00:00:01.12Z,2014-02-18T00:00:08.62Z,2014-02-18T00:00:11.34Z,2014-02-18T00:00:06.84Z,2014-02-18T00:00:07.12Z,2014-02-17T23:59:59.62Z,2014-02-18T00:00:02.63Z,2014-02-17T23:58:11.60Z
2014-02-19,2014-02-19T00:00:01.12Z,2014-02-19T00:00:08.62Z,2014-02-19T00:00:11.34Z,2014-02-19T00:00:06.84Z,2014-02-19T00:00:07.12Z,2014-02-18T23:59:59.62Z,2014-02-19T00:00:02.62Z,2014-02-18T23:58:11.70Z
2014-02-20,2014-02-20T00:00:01.13Z,2014-02-20T00:00:08.62Z,2014-02-20T00:00:11.34Z,2014-02-20T00:00:06.84Z,2014-02-20T00:00:07.14Z,2014-02-19T23:59:59.62Z,2014-02-20T00:00:02.62Z,2014-02-19T23:58:11.80Z
2014-02-21,2014-02-21T00:00:01.13Z,2014-02-21T00:00:08.62Z,2014-02-21T00:00:11.34Z,2014-02-21T00:00:06.84Z,2014-02-21T00:00:07.12Z,2014-02-20T23:59:59.63Z,2014-02-21T00:00:02.63Z,2014-02-20T23:58:11.90Z
2014-02-23,2014-02-23T00:00:01.12Z,2014-02-23T00:00:08.62Z,2014-02-23T00:00:11.34Z,2014-02-23T00:00:06.84Z,2014-02-23T00:00:07.14Z,2014-02-22T23:59:59.62Z,2014-02-23T00:00:02.62Z,2014-02-22T23:58:12.10Z
2014-02-24,2014-02-24T00:00:01.13Z,2014-02-24T00:00:08.62Z,2014-02-24T00:00:11.34Z,2014-02-24T00:00:06.84Z,2014-02-24T00:00:07.12Z,2014-02-23T23:59:59.62Z,2014-02-24T00:00:02.62Z,2014-02-23T23:58:12.30Z
2014-02-25,2014-02-25T00:00:01.13Z,2014-02-25T00:00:08.63Z,2014-02-25T00:00:11.34Z,2014-02-25T00:00:06.84Z,2014-02-25T00:00:07.12Z,2014-02-24T23:59:59.62Z,2014-02-25T00:00:02.62Z,2014-02-24T23:58:12.40Z
2014-02-27,2014-02-27T00:00:01.12Z,2014-02-27T00:00:08.62Z,2014-02-27T00:00:11.34Z,2014-02-27T00:00:06.84Z,2014-02-27T00:00:07.14Z,2014-02-26T23:59:59.63Z,2014-02-27T00:00:02.63Z,2014-02-26T23:58:12.60Z
2014-02-28,2014-02-28T00:00:01.12Z,2014-02-28T00:00:08.62Z,2014-02-28T00:00:11.34Z,2014-02-28T00:00:06.84Z,2014-02-28T00:00:07.12Z,2014-02-27T23:59:59.62Z,2014-02-28T00:00:02.62Z,2014-02-27T23:58:12.70Z
2014-03-01,2014-03-01T00:00:01.12Z,2014-03-01T00:00:08.62Z,2014-03-01T00:00:11.34Z,2014-03-01T00:00:06.84Z,2014-03-01T00:00:07.12Z,2014-02-28T23:59:59.63Z,2014-03-01T00:00:02.63Z,2014-02-28T23:58:12.90Z
2014-03-02,2014-03-02T00:00:01.12Z,2014-03-02T00:00:08.62Z,2014-03-02T00:00:11.34Z,2014-03-02T00:00:08.93Z,2014-03-02T00:00:07.12Z,2014-03-01T23:59:59.62Z,2014-03-02T00:00:02.62Z,2014-03-01T23:58:13.00Z
2014-03-03,2014-03-03T00:00:01.12Z,2014-03-03T00:00:08.63Z,2014-03-03T00:00:11.34Z,2014-03-03T00:00:09.04Z,2014-03-03T00:00:07.12Z,2014-03-02T23:59:59.63Z,2014-03-03T00:00:02.62Z,2014-03-02T23:58:13.10Z
2014-03-04,2014-03-04T00:00:01.12Z,2014-03-04T00:00:08.62Z,2014-03-04T00:00:11.34Z,2014-03-04T00:00:06.84Z,2014-03-04T00:00:07.12Z,2014-03-03T23:59:59.62Z,2014-03-04T00:00:02.62Z,2014-03-03T23:58:13.20Z
2014-03-05,2014-03-05T00:00:01.12Z,2014-03-05T00:00:08.62Z,2014-03-05T00:00:11.34Z,2014-03-05T00:00:06.84Z,2014-03-05T00:00:07.13Z,2014-03-04T23:59:59.62Z,2014-03-05T00:00:02.62Z,2014-03-04T23:58:13.30Z
2014-03-06,2014-03-06T00:00:01.12Z,2014-03-06T00:00:08.62Z,2014-03-06T00:00:11.34Z,2014-03-06T00:00:06.84Z,2014-03-06T00:00:07.14Z,2014-03-05T23:59:59.62Z,2014-03-06T00:00:02.62Z,2014-03-05T23:58:13.50Z
2014-03-07,2014-03-07T00:00:01.12Z,2014-03-07T00:00:08.62Z,2014-03-07T00:00:11.34Z,2014-03-07T00:00:06.84Z,2014-03-07T00:00:07.13Z,2014-03-06T23:59:59.62Z,2014-03-07T00:00:02.62Z,2014-03-06T23:58:13.60Z
2014-03-08,2014-03-08T00:00:01.13Z,2014-03-08T00:00:08.62Z,2014-03-08T00:00:11.34Z,2014-03-08T00:00:06.84Z,2014-03-08T00:00:07.12Z,2014-03-07T23:59:59.62Z,2014-03-08T00:00:02.62Z,2014-03-07T23:58:13.70Z
2014-03-09,2014-03-09T00:00:01.12Z,2014-03-09T00:00:08.64Z,2014-03-09T00:00:11.34Z,2014-03-09T00:00:08.02Z,2014-03-09T00:00:07.12Z,2014-03-08T23:59:59.63Z,2014-03-09T00:00:02.63Z,2014-03-08T23:58:13.80Z
2014-03-10,2014-03-10T00:00:01.12Z,2014-03-10T00:00:08.62Z,2014-03-10T00:00:11.34Z,2014-03-10T00:00:06.84Z,2014-03-10T00:00:07.14Z,2014-03-09T23:59:59.63Z,2014-03-10T00:00:02.63Z,2014-03-09T23:58:14.00Z
2014-03-11,2014-03-11T00:00:01.12Z,2014-03-11T00:00:08.62Z,2014-03-11T00:00:11.34Z,2014-03-11T00:00:06.84Z,2014-03-11T00:00:07.12Z,2014-03-10T23:59:59.62Z,2014-03-11T00:00:02.62Z,2014-03-10T23:58:14.10Z
2014-03-12,2014-03-12T00:00:01.12Z,2014-03-12T00:00:08.62Z,2014-03-12T00:00:11.34Z,2014-03-12T00:00:06.84Z,2014-03-12T00:00:07.12Z,2014-03-11T23:59:59.62Z,2014-03-12T00:00:02.62Z,2014-03-11T23:58:14.20Z
2014-03-13,2014-03-13T00:00:01.12Z,2014-03-13T00:00:08.62Z,2014-03-13T00:00:11.34Z,2014-03-13T00:00:06.84Z,2014-03-13T00:00:07.12Z,2014-03-12T23:59:59.62Z,2014-03-13T00:00:02.63Z,2014-03-12T23:58:14.40Z
2014-03-14,2014-03-14T00:00:01.12Z,2014-03-14T00:00:08.62Z,2014-03-14T00:00:11.34Z,2014-03-14T00:00:06.84Z,2014-03-14T00:00:07.12Z,2014-03-13T23:59:59.62Z,2014-03-14T00:00:02.62Z,2014-03-13T23:58:14.50Z
2014-03-15,2014-03-15T00:00:01.12Z,2014-03-15T00:00:08.62Z,2014-03-15T00:00:11.34Z,2014-03-15T00:00:06.84Z,2014-03-15T00:00:07.12Z,2014-03-14T23:59:59.62Z,2014-03-15T00:00:02.63Z,2014-03-14T23:58:14.60Z
2014-03-16,2014-03-16T00:00:01.12Z,2014-03-16T00:00:08.62Z,2014-03-16T00:00:11.35Z,2014-03-16T00:00:06.84Z,2014-03-16T00:00:07.12Z,2014-03-15T23:59:59.62Z,2014-03-16T00:00:02.62Z,2014-03-15T23:58:14.80Z
2014-03-17,2014-03-17T00:00:01.12Z,2014-03-17T00:00:08.62Z,2014-03-17T00:00:11.34Z,2014-03-17T00:00:06.84Z,2014-03-17T00:00:07.14Z,2014-03-16T23:59:59.63Z,2014-03-17T00:00:02.63Z,2014-03-16T23:58:14.90Z
2014-03-18,2014-03-18T00:00:01.12Z,2014-03-18T00:00:08.63Z,2014-03-18T00:00:11.34Z,2014-03-18T00:00:06.84Z,2014-03-18T00:00:07.12Z,2014-03-17T23:59:59.62Z,2014-03-18T00:00:02.62Z,2014-03-17T23:58:15.00Z
2014-03-19,2014-03-19T00:00:01.12Z,2014-03-19T00:00:08.62Z,2014-03-19T00:00:11.34Z,2014-03-19T00:00:06.84Z,2014-03-19T00:00:07.12Z,2014-03-18T23:59:59.63Z,2014-03-19T00:00:02.62Z,2014-03-18T23:58:15.20Z
2014-03-20,2014-03-20T00:00:01.12Z,2014-03-20T00:00:08.62Z,2014-03-20T00:00:11.34Z,2014-03-20T00:00:06.84Z,2014-03-20T00:00:07.13Z,2014-03-19T23:59:59.62Z,2014-03-20T00:00:02.62Z,2014-03-19T23:58:15.30Z
